MonthID,ZoneID,HourID,Temperature,temperatureCV,relHumidity,heatIndex,specificHumidity,relativeHumidityCV,FIP
5,360030,10,57,,86,,,,36003
5,360030,11,58,,84,,,,36003
5,360030,12,60,,79,,,,36003
5,360030,13,60,,79,,,,36003
5,360030,14,61,,74,,,,36003
5,360030,15,59,,76,,,,36003
5,360030,16,58,,75,,,,36003
5,360030,17,59,,77,,,,36003
5,360030,18,57,,80,,,,36003
5,360030,19,56,,83,,,,36003
5,360030,20,55,,86,,,,36003
5,360030,21,54,,87,,,,36003
5,360030,22,52,,89,,,,36003
5,360030,23,52,,90,,,,36003
5,360030,24,51,,93,,,,36003
6,360030,1,58,,93,,,,36003
6,360030,2,57,,94,,,,36003
6,360030,3,58,,94,,,,36003
6,360030,4,57,,95,,,,36003
6,360030,5,57,,95,,,,36003
6,360030,6,57,,94,,,,36003
6,360030,7,58,,93,,,,36003
6,360030,8,60,,89,,,,36003
6,360030,9,61,,88,,,,36003
6,360030,10,63,,81,,,,36003
6,360030,11,66,,78,,,,36003
6,360030,12,66,,74,,,,36003
6,360030,13,66,,75,,,,36003
6,360030,14,66,,80,,,,36003
6,360030,15,66,,74,,,,36003
6,360030,16,66,,75,,,,36003
6,360030,17,66,,77,,,,36003
6,360030,18,65,,78,,,,36003
6,360030,19,64,,83,,,,36003
6,360030,20,61,,85,,,,36003
6,360030,21,61,,83,,,,36003
6,360030,22,60,,87,,,,36003
6,360030,23,59,,90,,,,36003
6,360030,24,58,,91,,,,36003
7,360030,1,65,,94,,,,36003
7,360030,2,63,,95,,,,36003
7,360030,3,63,,96,,,,36003
7,360030,4,62,,96,,,,36003
7,360030,5,62,,96,,,,36003
7,360030,6,60,,96,,,,36003
7,360030,7,64,,94,,,,36003
7,360030,8,67,,90,,,,36003
7,360030,9,69,,84,,,,36003
7,360030,10,71,,80,,,,36003
7,360030,11,72,,77,,,,36003
7,360030,12,73,,73,,,,36003
7,360030,13,75,,70,,,,36003
7,360030,14,74,,71,,,,36003
7,360030,15,75,,73,,,,36003
7,360030,16,72,,80,,,,36003
7,360030,17,72,,80,,,,36003
7,360030,18,72,,80,,,,36003
7,360030,19,70,,80,,,,36003
7,360030,20,68,,82,,,,36003
7,360030,21,68,,86,,,,36003
7,360030,22,67,,91,,,,36003
7,360030,23,65,,93,,,,36003
7,360030,24,64,,95,,,,36003
8,360030,1,60,,93,,,,36003
8,360030,2,58,,96,,,,36003
8,360030,3,57,,96,,,,36003
8,360030,4,57,,97,,,,36003
8,360030,5,58,,97,,,,36003
8,360030,6,58,,98,,,,36003
8,360030,7,59,,96,,,,36003
8,360030,8,61,,93,,,,36003
8,360030,9,64,,86,,,,36003
8,360030,10,67,,79,,,,36003
8,360030,11,70,,71,,,,36003
8,360030,12,70,,72,,,,36003
8,360030,13,70,,70,,,,36003
8,360030,14,72,,64,,,,36003
8,360030,15,71,,69,,,,36003
8,360030,16,71,,70,,,,36003
8,360030,17,69,,72,,,,36003
8,360030,18,69,,72,,,,36003
8,360030,19,66,,79,,,,36003
8,360030,20,64,,85,,,,36003
8,360030,21,63,,88,,,,36003
8,360030,22,62,,89,,,,36003
8,360030,23,61,,89,,,,36003
8,360030,24,60,,91,,,,36003
9,360030,1,54,,92,,,,36003
9,360030,2,53,,95,,,,36003
9,360030,3,55,,95,,,,36003
9,360030,4,54,,96,,,,36003
9,360030,5,54,,96,,,,36003
9,360030,6,53,,97,,,,36003
9,360030,7,53,,97,,,,36003
9,360030,8,57,,94,,,,36003
9,360030,9,60,,88,,,,36003
9,360030,10,62,,83,,,,36003
9,360030,11,63,,77,,,,36003
9,360030,12,65,,74,,,,36003
9,360030,13,65,,76,,,,36003
9,360030,14,67,,68,,,,36003
9,360030,15,67,,71,,,,36003
9,360030,16,66,,70,,,,36003
9,360030,17,66,,71,,,,36003
9,360030,18,63,,75,,,,36003
9,360030,19,61,,77,,,,36003
9,360030,20,60,,82,,,,36003
9,360030,21,59,,85,,,,36003
9,360030,22,59,,90,,,,36003
9,360030,23,58,,92,,,,36003
9,360030,24,56,,94,,,,36003
10,360030,1,49,,89,,,,36003
10,360030,2,47,,91,,,,36003
10,360030,3,45,,93,,,,36003
10,360030,4,45,,94,,,,36003
10,360030,5,45,,93,,,,36003
10,360030,6,45,,94,,,,36003
10,360030,7,45,,94,,,,36003
10,360030,8,46,,94,,,,36003
10,360030,9,48,,89,,,,36003
10,360030,10,50,,84,,,,36003
10,360030,11,54,,80,,,,36003
10,360030,12,54,,77,,,,36003
10,360030,13,56,,80,,,,36003
10,360030,14,58,,76,,,,36003
10,360030,15,58,,72,,,,36003
10,360030,16,56,,70,,,,36003
10,360030,17,55,,73,,,,36003
10,360030,18,53,,77,,,,36003
10,360030,19,51,,82,,,,36003
10,360030,20,50,,85,,,,36003
10,360030,21,49,,85,,,,36003
10,360030,22,48,,86,,,,36003
10,360030,23,48,,87,,,,36003
10,360030,24,47,,87,,,,36003
11,360030,1,30,,85,,,,36003
11,360030,2,28,,84,,,,36003
11,360030,3,29,,85,,,,36003
11,360030,4,31,,86,,,,36003
11,360030,5,30,,86,,,,36003
11,360030,6,30,,87,,,,36003
11,360030,7,30,,87,,,,36003
11,360030,8,30,,85,,,,36003
11,360030,9,31,,85,,,,36003
11,360030,10,32,,81,,,,36003
11,360030,11,32,,80,,,,36003
11,360030,12,33,,75,,,,36003
11,360030,13,36,,73,,,,36003
11,360030,14,34,,74,,,,36003
11,360030,15,35,,72,,,,36003
11,360030,16,34,,72,,,,36003
11,360030,17,34,,74,,,,36003
11,360030,18,33,,76,,,,36003
11,360030,19,32,,74,,,,36003
11,360030,20,30,,76,,,,36003
11,360030,21,30,,80,,,,36003
11,360030,22,31,,79,,,,36003
11,360030,23,31,,80,,,,36003
11,360030,24,30,,83,,,,36003
12,360030,1,30,,90,,,,36003
12,360030,2,29,,88,,,,36003
12,360030,3,29,,88,,,,36003
12,360030,4,29,,88,,,,36003
12,360030,5,29,,88,,,,36003
12,360030,6,28,,88,,,,36003
12,360030,7,29,,89,,,,36003
12,360030,8,26,,89,,,,36003
12,360030,9,28,,89,,,,36003
12,360030,10,29,,87,,,,36003
12,360030,11,29,,86,,,,36003
12,360030,12,32,,86,,,,36003
12,360030,13,32,,84,,,,36003
12,360030,14,32,,82,,,,36003
12,360030,15,32,,83,,,,36003
12,360030,16,30,,81,,,,36003
12,360030,17,31,,83,,,,36003
12,360030,18,29,,84,,,,36003
12,360030,19,29,,86,,,,36003
12,360030,20,27,,85,,,,36003
12,360030,21,28,,85,,,,36003
12,360030,22,29,,86,,,,36003
12,360030,23,28,,86,,,,36003
12,360030,24,28,,88,,,,36003
1,360050,1,34,,62,,,,36005
1,360050,2,33,,61,,,,36005
1,360050,3,32,,63,,,,36005
1,360050,4,33,,67,,,,36005
1,360050,5,32,,62,,,,36005
1,360050,6,34,,68,,,,36005
1,360050,7,33,,69,,,,36005
1,360050,8,32,,66,,,,36005
1,360050,9,34,,65,,,,36005
1,360050,10,35,,63,,,,36005
1,360050,11,35,,60,,,,36005
1,360050,12,37,,63,,,,36005
1,360050,13,38,,57,,,,36005
