X,Y,OBJECTID,COLL_METH,STRUCTURE,CB_TYPE,MH_COVER,DIMENSION,DEPTH,ELEVATION,LOCATION,BASIN,STRUC_ID,MUNI,PROJECT_ID,MAP_ID,COMMENTS,ST_NAME,HOUSE_NUM,LOCAL_ID,LAT,LONG_,ASSET_ID,INV_ELEV,OF_SHAPE,OF_MATERIAL,OF_TYPE,OWNER,GENERIC_OWN,DATA_SOURCE,OFFICE_TRACK,SHAPE,WC_DRAINAGE_BASIN,LAND_USE_TYPE,FEATURE_TYPE,SOURCE,HOUS_NUM,GLOBALID,ACCESSIBLE,TYPE_,MATERIAL,SHAPE_,QUANTITY,SUBMERGED,FLOW_PRESE,FLOW_DESC,DAMAGE,DEPOSITS,ABNORMAL_V,POOR_POOL_,BENTHIC_GR,INSPECTION,POLE,OFFSET_,HD,VD,SD,INC,AZ,CREATOR,EDITOR,HEIGHT,WIDTH,CONV_DIR,UNIQUE_ID_ALL_POINT_FEATURES,RESPONSIBILITY
745012.093811259,885103.532837443,1631,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,706b7040-29e2-408d-ba03-49404a387cc1,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,12,12,ON,1631,DPW
745200.617056258,884939.718532525,1632,Stellar Services Field Survey,,,,10,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,e18be93a-f8f8-4fde-ba16-fa51154e8f96,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,1632,DPW
746408.753419511,884801.745055191,1633,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,4ccf708e-e0ed-46bb-9086-a0714a110b2a,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,1633,DPW
738425.766104676,874810.366744027,1634,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,Low Density Residential,Outfall,,,20b8557d-eea9-4eb0-8a80-0cd49a5739d3,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1634,DPW
738712.518812008,874714.352172278,1635,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,Low Density Residential,Outfall,,,1d447e26-2309-4a0f-a509-cfcc017fba54,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,1635,DPW
739014.975228094,874205.922086775,1636,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,Low Density Residential,Outfall,,,8ed4e7c7-3127-46bc-bc3b-d927485d9797,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,1636,DPW
739109.874644592,872952.703464605,1637,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,c7417f06-1298-4097-9562-60fbc64ea058,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,1637,DPW
741335.045391094,870581.121593609,1638,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,278da231-186f-4323-958a-b7d1793cf961,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,24,24,IN,1638,DPW
749147.192168344,885018.177365109,1639,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,eba6f722-663d-451e-b30f-04396ad0e75c,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,12,12,IN,1639,DPW
748884.485344674,885957.708950609,1640,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,7b0cf8da-578d-4d9f-bb4d-d3413dead317,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,12,12,IN,1640,DPW
748773.198165677,886317.605540521,1641,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,99fccedf-1c99-481d-b7d0-6897af016f52,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,12,12,IN,1641,DPW
748530.238677844,887340.891223609,1642,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,e1675d96-5bd6-4138-8840-baacb374f4e3,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,15,15,IN,1642,DPW
741854.757934343,891713.371979944,1643,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,98bb4def-33b4-4537-a880-d60aa4d1453f,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,1643,DPW
741325.789832175,892394.964776859,1644,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,88b1a3c3-7dac-4592-8e3f-b1940530e75a,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,1644,DPW
703907.883368924,864442.093189277,1645,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,3878190c-1dfb-4783-b197-52cd6f80532e,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1645,DPW
703904.64256176,864432.179167107,1646,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,2a917643-a992-4603-a8d3-f9d6697a1cf7,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1646,DPW
703812.126670677,864318.003870524,1647,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,3fda7e75-1aaf-4d32-b6ba-e212cbb1ae43,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1647,DPW
703858.265686009,864420.445922859,1648,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,d83e3aa7-50bb-4493-aefc-5119cff87212,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1648,DPW
703865.207273178,864445.362867773,1649,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,54c4104a-9664-4c4c-b301-ffb57796f074,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1649,DPW
703791.979401261,864182.779731527,1650,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,69068cca-380e-4d4c-81ff-da25459ea0f6,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1650,DPW
703699.316200759,863882.308875777,1651,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,005258d1-6190-4a6a-90ca-3c20ab2f2439,Y,CP,RCP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1651,DPW
703177.583320342,861050.333896689,1652,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,cc7c80f2-4996-4763-9ba1-ae878e16cfcd,Y,CP,CAS,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1652,DPW
703210.85064226,861039.897237778,1653,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,da0a0981-85ab-4bd4-95e6-6eebe1d7f599,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1653,DPW
703210.010092758,861063.298109606,1654,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,767871ab-b3ca-4027-9ce8-acc993878e8a,Y,CP,RCP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1654,DPW
703390.421149261,859497.113906026,1655,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,1bf98f47-ae45-426a-98dc-8309b335aba3,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1655,DPW
741854.731687676,906671.272838354,1656,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,a01c09c4-455a-4c84-9e8b-c9ecb9181d1b,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1656,DPW
741940.450348258,909254.645952441,1657,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,9a830218-f6ef-44f8-90be-054fc82ee9a8,Y,CP,RCP,BOX,1,NO,Y,SUB,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,48,72,OUT,1657,DPW
741942.669175845,909725.144355275,1658,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,7fc29ee7-c409-47f6-b529-f18158ca70dd,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,36,36,OUT,1658,DPW
741933.379168175,910072.937622942,1659,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,ca5077cd-b4ce-4959-9afd-f3b154a4b8c0,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1659,DPW
742546.764424343,912488.052215271,1660,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,a86a9d8c-6d0d-4f68-8a07-1866a0bca2be,Y,CP,RCP,BOX,1,NO,Y,SUB,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,36,36,OUT,1660,DPW
742613.500839427,913244.180624276,1661,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,f73b5065-5b50-42ea-ad4b-879f6e9ca793,Y,CP,CAS,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1661,DPW
742549.101033844,914878.145204104,1662,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,a530e6d3-1458-4bff-979f-10de2e743028,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,15,15,OUT,1662,DPW
741831.279962927,916364.265263356,1663,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,Low Density Residential,Outfall,,,f0caa9ca-1c12-4ee6-bb13-98131f73a85e,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,15,15,OUT,1663,DPW
741703.396032345,916454.536408275,1664,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,Low Density Residential,Outfall,,,279c69f1-b5f5-492d-a840-50a6a524ddc0,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,12,12,OUT,1664,DPW
741510.878700841,917696.127429023,1665,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,a6338ec5-656a-4c5e-ac4a-465c0312d64b,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1665,DPW
740935.285363842,918889.239544109,1666,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,7461c442-8f05-4a52-87a7-a65eb22ca55a,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1666,DPW
741019.424959343,919996.066398688,1667,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,21259fe8-7551-43da-9aec-5cd02d0f531e,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,12,12,OUT,1667,DPW
741008.319666594,920275.209541194,1668,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,93a79698-18e7-481c-9a35-3b4a8dcb773d,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1668,DPW
739449.701720841,921822.910514027,1669,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,5fb464a0-1ca2-4aa0-94a7-dc1818636a9c,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,24,24,OUT,1669,DPW
741113.960859511,920418.66988419,1670,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,Vacant/Undeveloped,Outfall,,,15cde5a1-6e89-42f7-9af8-69a6bc1d2295,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1670,DPW
705219.880416844,870335.44721619,1671,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,ef4fe5c3-75f8-4eca-bc44-1c957b9481c2,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,1671,DPW
705196.93328426,870291.842972688,1672,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,ee7309df-5f87-4404-b403-625a935fadde,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/16 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,1672,DPW
742412.429063093,920338.206134357,1673,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,a875eb90-eb2a-43bd-9f5e-26e0cde2d79d,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1673,DPW
743477.787168592,920221.524937272,1674,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,77742670-df2f-425d-a753-4451c24f994c,Y,CP,RCP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1674,DPW
744812.817963094,919914.534081444,1675,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,Low Density Residential,Outfall,,,aca52b7c-15d6-4d41-a2af-8f624c6ecde2,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1675,DPW
745655.655188177,919403.37860769,1676,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,c8806f7c-ad6d-4af4-b2ee-3953f55440f9,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1676,DPW
746896.049032845,918893.468538277,1677,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,911c850a-6c92-482f-b6e7-aa0cccb76c73,Y,CP,RCP,CIRC,1,WF,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1677,DPW
747594.734315261,919095.826401271,1678,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,cc94dbb7-565e-46f3-933f-e89d0d00a4d7,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1678,DPW
747711.745564178,919133.218058772,1679,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,908d98e4-ac65-4932-808d-3b5362649414,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1679,DPW
744065.98153026,920132.718684442,1680,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,7e4f10ea-4b04-432c-bb61-d7393e96be42,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1680,DPW
740148.464430925,918802.871606611,1681,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,6d26bb90-772a-4aa1-b5ca-eff9018a1068,Y,CP,RCP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1681,DPW
739441.131528009,918819.716389194,1682,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,b8d15b3d-c0a2-42cf-8139-b9adc4f38e80,Y,CP,RCP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1682,DPW
738832.604857925,918768.340507694,1683,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,4fab1c44-6f9c-41b0-9307-55f85364e1b3,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1683,DPW
738257.373068761,918634.789921775,1684,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,2fcf24ec-3d5f-4c74-b710-e116e94ea2f9,Y,CP,RCP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1684,DPW
738160.724311925,918590.017373525,1685,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,cf2932f6-1f19-4a6a-ba96-3eac8278ff6c,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1685,DPW
738104.521012258,918524.82426244,1686,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,a3c943a2-0e14-40ee-9ef5-498f39cb9c5f,VEG,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1686,DPW
736270.601451758,918405.524304189,1687,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,Low Density Residential,Outfall,,,d20e62d3-cf81-45ec-a6df-187eb5f0fca7,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1687,DPW
736257.795046926,918407.401597023,1688,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,Low Density Residential,Outfall,,,ab9ff9e9-9c14-49a6-b8e2-23e7ed04fe4c,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1688,DPW
734283.390859261,918106.800164111,1689,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,72b1902e-3a68-46a0-b5d5-7f7c3ae49e28,Y,CP,RCP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1689,DPW
732774.129770175,917885.451525442,1690,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,335c2728-6521-498c-ab89-112e1b33fffd,Y,CP,RCP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1690,DPW
731960.040847175,917795.612794355,1691,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,caf2e934-ed8d-4012-a9be-ee011d0f201b,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1691,DPW
731699.844189093,917746.391764194,1692,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,f05b9b46-b3a7-4300-9e3e-2d94f3d9d82d,Y,CP,RCP,CIRC,1,SF,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1692,DPW
731326.944344342,917812.904098354,1693,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,CROTON RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,92b2f4e1-f355-468d-b99a-4abdca0abb83,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/10/18 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,1693,DPW
