fuelFormulationID,fuelSubtypeID,RVP,sulfurLevel,ETOHVolume,MTBEVolume,ETBEVolume,TAMEVolume,aromaticContent,olefinContent,benzeneContent,e200,e300,volToWtPercentOxy,BioDieselEsterVolume,CetaneIndex,PAHContent,T50,T90,FIP
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36047
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36047
8066,12,7.24,19.7,10,0,0,0,17.681,13.6087,0.591822,40.7243,82.7582,,0,0,0,218.746,330.508,36047
8067,12,13.4,19.6563,10,0,0,0,17.7213,12.7213,0.668291,58.7401,88.2035,,0,0,0,154.538,307.749,36047
8068,12,10.5,20.2563,10,0,0,0,18.424,13.3425,0.651291,54.6774,87.0011,,0,0,0,171.765,312.818,36047
8366,10,7,20.3759,0,0,0,0,19.8803,12.0357,0.591822,37.2315,83.7133,,0,0,0,225.874,326.167,36047
8367,10,12.6,19.6563,0,0,0,0,19.4213,11.0213,0.678291,52.3401,88.0035,,0,0,0,195.041,306.666,36047
8368,10,9.7,20.2563,0,0,0,0,20.124,11.6425,0.661291,48.2774,86.8011,,0,0,0,203.332,312.131,36047
8666,15,6.85,19.3571,15,0,0,0,16.7963,12.9539,0.562231,56.2127,83.6989,,0,0,0,165.381,327.461,36047
8667,15,13.25,18.6734,15,0,0,0,16.8353,12.0852,0.634877,57.8141,88.6395,,0,0,0,156.993,305.296,36047
8668,15,10.35,19.2434,15,0,0,0,17.5028,12.6754,0.618727,57.3918,87.5628,,0,0,0,159.205,310.126,36047
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36047
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36047
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36047
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36047
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36049
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36049
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36049
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36049
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36049
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36049
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36049
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36049
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36049
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36049
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36049
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36049
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36049
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36049
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36049
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36049
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36049
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36049
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36049
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36049
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36049
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36049
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36051
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36051
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36051
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36051
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36051
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36051
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36051
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36051
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36051
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36051
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36051
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36051
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36051
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36051
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36051
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36051
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36051
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36051
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36051
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36051
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36051
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36051
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36053
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36053
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36053
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36053
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36053
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36053
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36053
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36053
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36053
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36053
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36053
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36053
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36053
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36053
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36053
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36053
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36053
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36053
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36053
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36053
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36053
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36053
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36055
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36055
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36055
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36055
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36055
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36055
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36055
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36055
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36055
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36055
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36055
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36055
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36055
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36055
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36055
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36055
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36055
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36055
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36055
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36055
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36055
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36055
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36057
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36057
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36057
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36057
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36057
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36057
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36057
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36057
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36057
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36057
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36057
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36057
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36057
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36057
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36057
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36057
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36057
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36057
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36057
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36057
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36057
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36057
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36059
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36059
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36059
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36059
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36059
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36059
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36059
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36059
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36059
8066,12,7.24,19.7,10,0,0,0,17.681,13.6087,0.591822,40.7243,82.7582,,0,0,0,218.746,330.508,36059
8067,12,13.4,19.6563,10,0,0,0,17.7213,12.7213,0.668291,58.7401,88.2035,,0,0,0,154.538,307.749,36059
8068,12,10.5,20.2563,10,0,0,0,18.424,13.3425,0.651291,54.6774,87.0011,,0,0,0,171.765,312.818,36059
8366,10,7,20.3759,0,0,0,0,19.8803,12.0357,0.591822,37.2315,83.7133,,0,0,0,225.874,326.167,36059
8367,10,12.6,19.6563,0,0,0,0,19.4213,11.0213,0.678291,52.3401,88.0035,,0,0,0,195.041,306.666,36059
8368,10,9.7,20.2563,0,0,0,0,20.124,11.6425,0.661291,48.2774,86.8011,,0,0,0,203.332,312.131,36059
8666,15,6.85,19.3571,15,0,0,0,16.7963,12.9539,0.562231,56.2127,83.6989,,0,0,0,165.381,327.461,36059
8667,15,13.25,18.6734,15,0,0,0,16.8353,12.0852,0.634877,57.8141,88.6395,,0,0,0,156.993,305.296,36059
8668,15,10.35,19.2434,15,0,0,0,17.5028,12.6754,0.618727,57.3918,87.5628,,0,0,0,159.205,310.126,36059
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36059
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36059
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36059
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36059
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36061
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36061
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36061
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36061
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36061
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36061
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36061
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36061
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36061
8066,12,7.24,19.7,10,0,0,0,17.681,13.6087,0.591822,40.7243,82.7582,,0,0,0,218.746,330.508,36061
8067,12,13.4,19.6563,10,0,0,0,17.7213,12.7213,0.668291,58.7401,88.2035,,0,0,0,154.538,307.749,36061
8068,12,10.5,20.2563,10,0,0,0,18.424,13.3425,0.651291,54.6774,87.0011,,0,0,0,171.765,312.818,36061
8366,10,7,20.3759,0,0,0,0,19.8803,12.0357,0.591822,37.2315,83.7133,,0,0,0,225.874,326.167,36061
8367,10,12.6,19.6563,0,0,0,0,19.4213,11.0213,0.678291,52.3401,88.0035,,0,0,0,195.041,306.666,36061
8368,10,9.7,20.2563,0,0,0,0,20.124,11.6425,0.661291,48.2774,86.8011,,0,0,0,203.332,312.131,36061
8666,15,6.85,19.3571,15,0,0,0,16.7963,12.9539,0.562231,56.2127,83.6989,,0,0,0,165.381,327.461,36061
8667,15,13.25,18.6734,15,0,0,0,16.8353,12.0852,0.634877,57.8141,88.6395,,0,0,0,156.993,305.296,36061
8668,15,10.35,19.2434,15,0,0,0,17.5028,12.6754,0.618727,57.3918,87.5628,,0,0,0,159.205,310.126,36061
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36061
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36061
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36061
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36061
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36063
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36063
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36063
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36063
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36063
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36063
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36063
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36063
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36063
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36063
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36063
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36063
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36063
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36063
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36063
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36063
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36063
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36063
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36063
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36063
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36063
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36063
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36065
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36065
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36065
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36065
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36065
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36065
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36065
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36065
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36065
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36065
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36065
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36065
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36065
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36065
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36065
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36065
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36065
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36065
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36065
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36065
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36065
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36065
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36067
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36067
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36067
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36067
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36067
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36067
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36067
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36067
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36067
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36067
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36067
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36067
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36067
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36067
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36067
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36067
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36067
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36067
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36067
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36067
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36067
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36067
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36069
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36069
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36069
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36069
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36069
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36069
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36069
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36069
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36069
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36069
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36069
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36069
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36069
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36069
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36069
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36069
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36069
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36069
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36069
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36069
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36069
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36069
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36071
