sourceTypeID,monthID,monthVMTFraction,FIP
54,2,0.065665554,36011
54,3,0.075015819,36011
54,4,0.079931474,36011
54,5,0.087817922,36011
54,6,0.09506902,36011
54,7,0.09909105,36011
54,8,0.098867903,36011
54,9,0.092702509,36011
54,10,0.088191974,36011
54,11,0.079223882,36011
54,12,0.074012837,36011
61,1,0.063573702,36011
61,2,0.064952501,36011
61,3,0.074233113,36011
61,4,0.079406167,36011
61,5,0.087827476,36011
61,6,0.095715808,36011
61,7,0.10061013,36011
61,8,0.100366429,36011
61,9,0.093246248,36011
61,10,0.088170858,36011
61,11,0.07872917,36011
61,12,0.073168396,36011
62,1,0.063573702,36011
62,2,0.064952501,36011
62,3,0.074233113,36011
62,4,0.079406167,36011
62,5,0.087827476,36011
62,6,0.095715808,36011
62,7,0.10061013,36011
62,8,0.100366429,36011
62,9,0.093246248,36011
62,10,0.088170858,36011
62,11,0.07872917,36011
62,12,0.073168396,36011
11,1,0.065525022,36013
11,2,0.066616142,36013
11,3,0.076059262,36013
11,4,0.080631773,36013
11,5,0.087805185,36013
11,6,0.09420677,36013
11,7,0.097065927,36013
11,8,0.09687018,36013
11,9,0.091977638,36013
11,10,0.088220124,36013
11,11,0.079883394,36013
11,12,0.075138582,36013
21,1,0.066248039,36013
21,2,0.067232566,36013
21,3,0.076735899,36013
21,4,0.081085894,36013
21,5,0.087796925,36013
21,6,0.093647631,36013
21,7,0.095752704,36013
21,8,0.095574725,36013
21,9,0.091507584,36013
21,10,0.088238379,36013
21,11,0.080311065,36013
21,12,0.075868589,36013
31,1,0.066248039,36013
31,2,0.067232566,36013
31,3,0.076735899,36013
31,4,0.081085894,36013
31,5,0.087796925,36013
31,6,0.093647631,36013
31,7,0.095752704,36013
31,8,0.095574725,36013
31,9,0.091507584,36013
31,10,0.088238379,36013
31,11,0.080311065,36013
31,12,0.075868589,36013
32,1,0.066248039,36013
32,2,0.067232566,36013
32,3,0.076735899,36013
32,4,0.081085894,36013
32,5,0.087796925,36013
32,6,0.093647631,36013
32,7,0.095752704,36013
32,8,0.095574725,36013
32,9,0.091507584,36013
32,10,0.088238379,36013
32,11,0.080311065,36013
32,12,0.075868589,36013
41,1,0.065792335,36013
41,2,0.066844046,36013
41,3,0.076309427,36013
41,4,0.08079967,36013
41,5,0.087802131,36013
41,6,0.094000046,36013
41,7,0.096580404,36013
41,8,0.096391227,36013
41,9,0.09180385,36013
41,10,0.088226873,36013
41,11,0.080041512,36013
41,12,0.075408479,36013
42,1,0.065792335,36013
42,2,0.066844046,36013
42,3,0.076309427,36013
42,4,0.08079967,36013
42,5,0.087802131,36013
42,6,0.094000046,36013
42,7,0.096580404,36013
42,8,0.096391227,36013
42,9,0.09180385,36013
42,10,0.088226873,36013
42,11,0.080041512,36013
42,12,0.075408479,36013
43,1,0.065792335,36013
43,2,0.066844046,36013
43,3,0.076309427,36013
43,4,0.08079967,36013
43,5,0.087802131,36013
43,6,0.094000046,36013
43,7,0.096580404,36013
43,8,0.096391227,36013
43,9,0.09180385,36013
43,10,0.088226873,36013
43,11,0.080041512,36013
43,12,0.075408479,36013
51,1,0.06516838,36013
51,2,0.066312079,36013
51,3,0.075725497,36013
51,4,0.08040777,36013
51,5,0.087809259,36013
51,6,0.094482577,36013
51,7,0.0977137,36013
51,8,0.097509188,36013
51,9,0.092209502,36013
51,10,0.08821112,36013
51,11,0.079672437,36013
51,12,0.074778492,36013
52,1,0.06516838,36013
52,2,0.066312079,36013
52,3,0.075725497,36013
52,4,0.08040777,36013
52,5,0.087809259,36013
52,6,0.094482577,36013
52,7,0.0977137,36013
52,8,0.097509188,36013
52,9,0.092209502,36013
52,10,0.08821112,36013
52,11,0.079672437,36013
52,12,0.074778492,36013
53,1,0.06516838,36013
53,2,0.066312079,36013
53,3,0.075725497,36013
53,4,0.08040777,36013
53,5,0.087809259,36013
53,6,0.094482577,36013
53,7,0.0977137,36013
53,8,0.097509188,36013
53,9,0.092209502,36013
53,10,0.08821112,36013
53,11,0.079672437,36013
53,12,0.074778492,36013
54,1,0.06516838,36013
54,2,0.066312079,36013
54,3,0.075725497,36013
54,4,0.08040777,36013
54,5,0.087809259,36013
54,6,0.094482577,36013
54,7,0.0977137,36013
54,8,0.097509188,36013
54,9,0.092209502,36013
54,10,0.08821112,36013
54,11,0.079672437,36013
