sourceTypeID,yearID,ageID,ageFraction,FIP
32,2020,18,0.012222222,36003
32,2020,17,0.02047619,36003
32,2020,16,0.022539683,36003
32,2020,15,0.024920635,36003
32,2020,14,0.034444444,36003
32,2020,8,0.047301587,36003
32,2020,12,0.040952381,36003
41,2020,29,0,36003
32,2020,9,0.044761905,36003
32,2020,7,0.053650794,36003
32,2020,6,0.05047619,36003
32,2020,5,0.072380952,36003
32,2020,4,0.07952381,36003
32,2020,3,0.08984127,36003
32,2020,2,0.092539683,36003
32,2020,1,0.105396825,36003
32,2020,0,0.039365079,36003
41,2020,30,0,36003
32,2020,13,0.033174603,36003
43,2020,27,0,36003
42,2020,11,0,36003
42,2020,7,0.15,36003
42,2020,6,0,36003
42,2020,5,0,36003
42,2020,4,0.15,36003
42,2020,3,0,36003
42,2020,2,0,36003
42,2020,1,0.15,36003
42,2020,0,0.2,36003
43,2020,30,0.004819277,36003
32,2020,22,0.004920635,36003
43,2020,28,0,36003
42,2020,10,0,36003
43,2020,26,0,36003
43,2020,25,0,36003
43,2020,24,0,36003
43,2020,23,0,36003
43,2020,22,0,36003
43,2020,21,0.001204819,36003
43,2020,20,0.002409639,36003
43,2020,19,0.001204819,36003
43,2020,18,0.001204819,36003
43,2020,14,0.018072289,36003
43,2020,29,0.001204819,36003
42,2020,21,0,36003
41,2020,2,0.109677419,36003
41,2020,1,0.083870968,36003
41,2020,0,0.006451613,36003
42,2020,30,0.2,36003
42,2020,29,0,36003
42,2020,28,0,36003
42,2020,27,0,36003
42,2020,26,0,36003
42,2020,25,0,36003
42,2020,24,0,36003
42,2020,8,0,36003
42,2020,22,0,36003
41,2020,3,0.141935484,36003
42,2020,20,0,36003
42,2020,19,0,36003
42,2020,18,0,36003
42,2020,17,0,36003
42,2020,16,0,36003
42,2020,15,0,36003
42,2020,14,0.05,36003
42,2020,13,0.1,36003
42,2020,12,0,36003
43,2020,17,0.003614458,36003
42,2020,23,0,36003
21,2020,23,0.006086339,36003
11,2020,29,0.004729197,36003
11,2020,3,0.031978381,36003
11,2020,2,0.028825583,36003
11,2020,1,0.027136584,36003
11,2020,0,0.012611192,36003
21,2020,30,0.045316586,36003
21,2020,29,0.002405476,36003
21,2020,28,0.002244035,36003
21,2020,27,0.002437764,36003
21,2020,26,0.002938233,36003
11,2020,5,0.03366738,36003
21,2020,24,0.003793872,36003
11,2020,6,0.036820178,36003
21,2020,22,0.007878338,36003
21,2020,21,0.009557328,36003
21,2020,20,0.014432857,36003
21,2020,19,0.015708243,36003
21,2020,18,0.018355881,36003
21,2020,17,0.024619806,36003
21,2020,16,0.029220884,36003
21,2020,15,0.040570211,36003
21,2020,14,0.04626909,36003
21,2020,13,0.054163572,36003
21,2020,25,0.003874592,36003
11,2020,17,0.050895169,36003
11,2020,30,0.091318545,36003
11,2020,28,0.005404797,36003
11,2020,27,0.008444995,36003
11,2020,26,0.008782795,36003
11,2020,25,0.011485193,36003
11,2020,24,0.010922193,36003
11,2020,23,0.014074992,36003
11,2020,22,0.01643959,36003
11,2020,21,0.020718388,36003
11,2020,20,0.028938183,36003
11,2020,4,0.028600383,36003
11,2020,18,0.041324175,36003
21,2020,10,0.050708728,36003
11,2020,16,0.041436775,36003
11,2020,15,0.04920617,36003
11,2020,14,0.058664565,36003
11,2020,13,0.068235559,36003
11,2020,12,0.05078257,36003
11,2020,11,0.055061367,36003
11,2020,10,0.024434185,36003
11,2020,9,0.029726382,36003
11,2020,8,0.039409976,36003
11,2020,7,0.037495778,36003
11,2020,19,0.032428781,36003
31,2020,3,0.075647993,36003
31,2020,15,0.038706984,36003
31,2020,14,0.041139215,36003
31,2020,13,0.037840051,36003
31,2020,12,0.041404112,36003
31,2020,11,0.026401342,36003
31,2020,10,0.034500751,36003
31,2020,9,0.046228437,36003
31,2020,8,0.047135507,36003
31,2020,7,0.047737544,36003
31,2020,6,0.060195702,36003
21,2020,12,0.059604146,36003
31,2020,4,0.069475104,36003
31,2020,18,0.020934844,36003
31,2020,2,0.084036379,36003
31,2020,1,0.084437737,36003
31,2020,0,0.027902422,36003
32,2020,30,0.00968254,36003
32,2020,29,0.001587302,36003
32,2020,28,0.001746032,36003
32,2020,27,0.001428571,36003
32,2020,26,0.002380952,36003
32,2020,25,0.003650794,36003
32,2020,24,0.004603175,36003
31,2020,5,0.06812654,36003
31,2020,29,0.001171966,36003
32,2020,23,0.005873016,36003
21,2020,9,0.05438959,36003
21,2020,8,0.067853799,36003
21,2020,7,0.066465403,36003
