countyID,fuelYearID,modelYearGroupID,sourceBinFuelTypeID,fuelSupplyFuelTypeID,usageFraction,FIP
36059,2022,0,1,1,1,36059
36059,2022,0,2,2,1,36059
36059,2022,0,3,3,1,36059
36059,2022,0,5,1,0.982134,36059
36059,2022,0,5,5,0.017866,36059
36059,2022,0,9,9,1,36059
36061,2022,0,1,1,1,36061
36061,2022,0,2,2,1,36061
36061,2022,0,3,3,1,36061
36061,2022,0,5,1,0.982134,36061
36061,2022,0,5,5,0.017866,36061
36061,2022,0,9,9,1,36061
36063,2022,0,1,1,1,36063
36063,2022,0,2,2,1,36063
36063,2022,0,3,3,1,36063
36063,2022,0,5,1,0.982134,36063
36063,2022,0,5,5,0.017866,36063
36063,2022,0,9,9,1,36063
36065,2022,0,1,1,1,36065
36065,2022,0,2,2,1,36065
36065,2022,0,3,3,1,36065
36065,2022,0,5,1,0.982134,36065
36065,2022,0,5,5,0.017866,36065
36065,2022,0,9,9,1,36065
36067,2022,0,1,1,1,36067
36067,2022,0,2,2,1,36067
36067,2022,0,3,3,1,36067
36067,2022,0,5,1,0.982134,36067
36067,2022,0,5,5,0.017866,36067
36067,2022,0,9,9,1,36067
36069,2022,0,1,1,1,36069
36069,2022,0,2,2,1,36069
36069,2022,0,3,3,1,36069
36069,2022,0,5,1,0.982134,36069
36069,2022,0,5,5,0.017866,36069
36069,2022,0,9,9,1,36069
36071,2022,0,1,1,1,36071
36071,2022,0,2,2,1,36071
36071,2022,0,3,3,1,36071
36071,2022,0,5,1,0.982134,36071
36071,2022,0,5,5,0.017866,36071
36071,2022,0,9,9,1,36071
36073,2022,0,1,1,1,36073
36073,2022,0,2,2,1,36073
36073,2022,0,3,3,1,36073
36073,2022,0,5,1,0.982134,36073
36073,2022,0,5,5,0.017866,36073
36073,2022,0,9,9,1,36073
36075,2022,0,1,1,1,36075
36075,2022,0,2,2,1,36075
36075,2022,0,3,3,1,36075
36075,2022,0,5,1,0.982134,36075
36075,2022,0,5,5,0.017866,36075
36075,2022,0,9,9,1,36075
36077,2022,0,1,1,1,36077
36077,2022,0,2,2,1,36077
36077,2022,0,3,3,1,36077
36077,2022,0,5,1,0.982134,36077
36077,2022,0,5,5,0.017866,36077
36077,2022,0,9,9,1,36077
36079,2022,0,1,1,1,36079
36079,2022,0,2,2,1,36079
36079,2022,0,3,3,1,36079
36079,2022,0,5,1,0.982134,36079
36079,2022,0,5,5,0.017866,36079
36079,2022,0,9,9,1,36079
36081,2022,0,1,1,1,36081
36081,2022,0,2,2,1,36081
36081,2022,0,3,3,1,36081
36081,2022,0,5,1,0.982134,36081
36081,2022,0,5,5,0.017866,36081
36081,2022,0,9,9,1,36081
36083,2022,0,1,1,1,36083
36083,2022,0,2,2,1,36083
36083,2022,0,3,3,1,36083
36083,2022,0,5,1,0.982134,36083
36083,2022,0,5,5,0.017866,36083
36083,2022,0,9,9,1,36083
36085,2022,0,1,1,1,36085
36085,2022,0,2,2,1,36085
36085,2022,0,3,3,1,36085
36085,2022,0,5,1,0.982134,36085
36085,2022,0,5,5,0.017866,36085
36085,2022,0,9,9,1,36085
36087,2022,0,1,1,1,36087
36087,2022,0,2,2,1,36087
36087,2022,0,3,3,1,36087
36087,2022,0,5,1,0.982134,36087
36087,2022,0,5,5,0.017866,36087
36087,2022,0,9,9,1,36087
36089,2022,0,1,1,1,36089
36089,2022,0,2,2,1,36089
36089,2022,0,3,3,1,36089
36089,2022,0,5,1,0.982134,36089
36089,2022,0,5,5,0.017866,36089
36089,2022,0,9,9,1,36089
36091,2022,0,1,1,1,36091
36091,2022,0,2,2,1,36091
36091,2022,0,3,3,1,36091
36091,2022,0,5,1,0.982134,36091
36091,2022,0,5,5,0.017866,36091
36091,2022,0,9,9,1,36091
36093,2022,0,1,1,1,36093
36093,2022,0,2,2,1,36093
36093,2022,0,3,3,1,36093
36093,2022,0,5,1,0.982134,36093
36093,2022,0,5,5,0.017866,36093
36093,2022,0,9,9,1,36093
36095,2022,0,1,1,1,36095
36095,2022,0,2,2,1,36095
36095,2022,0,3,3,1,36095
36095,2022,0,5,1,0.982134,36095
36095,2022,0,5,5,0.017866,36095
36095,2022,0,9,9,1,36095
36097,2022,0,1,1,1,36097
36097,2022,0,2,2,1,36097
36097,2022,0,3,3,1,36097
36097,2022,0,5,1,0.982134,36097
36097,2022,0,5,5,0.017866,36097
36097,2022,0,9,9,1,36097
36099,2022,0,1,1,1,36099
36099,2022,0,2,2,1,36099
36099,2022,0,3,3,1,36099
36099,2022,0,5,1,0.982134,36099
36099,2022,0,5,5,0.017866,36099
36099,2022,0,9,9,1,36099
36101,2022,0,1,1,1,36101
36101,2022,0,2,2,1,36101
36101,2022,0,3,3,1,36101
36101,2022,0,5,1,0.982134,36101
36101,2022,0,5,5,0.017866,36101
36101,2022,0,9,9,1,36101
36103,2022,0,1,1,1,36103
36103,2022,0,2,2,1,36103
36103,2022,0,3,3,1,36103
36103,2022,0,5,1,0.982134,36103
36103,2022,0,5,5,0.017866,36103
36103,2022,0,9,9,1,36103
36105,2022,0,1,1,1,36105
36105,2022,0,2,2,1,36105
36105,2022,0,3,3,1,36105
36105,2022,0,5,1,0.982134,36105
36105,2022,0,5,5,0.017866,36105
36105,2022,0,9,9,1,36105
36107,2022,0,1,1,1,36107
36107,2022,0,2,2,1,36107
36107,2022,0,3,3,1,36107
36107,2022,0,5,1,0.982134,36107
36107,2022,0,5,5,0.017866,36107
36107,2022,0,9,9,1,36107
36109,2022,0,1,1,1,36109
36109,2022,0,2,2,1,36109
36109,2022,0,3,3,1,36109
36109,2022,0,5,1,0.982134,36109
36109,2022,0,5,5,0.017866,36109
36109,2022,0,9,9,1,36109
36111,2022,0,1,1,1,36111
36111,2022,0,2,2,1,36111
36111,2022,0,3,3,1,36111
36111,2022,0,5,1,0.982134,36111
36111,2022,0,5,5,0.017866,36111
36111,2022,0,9,9,1,36111
36113,2022,0,1,1,1,36113
36113,2022,0,2,2,1,36113
36113,2022,0,3,3,1,36113
36113,2022,0,5,1,0.982134,36113
36113,2022,0,5,5,0.017866,36113
36113,2022,0,9,9,1,36113
36115,2022,0,1,1,1,36115
36115,2022,0,2,2,1,36115
36115,2022,0,3,3,1,36115
36115,2022,0,5,1,0.982134,36115
36115,2022,0,5,5,0.017866,36115
36115,2022,0,9,9,1,36115
36117,2022,0,1,1,1,36117
36117,2022,0,2,2,1,36117
36117,2022,0,3,3,1,36117
36117,2022,0,5,1,0.982134,36117
36117,2022,0,5,5,0.017866,36117
36117,2022,0,9,9,1,36117
36119,2022,0,1,1,1,36119
36119,2022,0,2,2,1,36119
36119,2022,0,3,3,1,36119
36119,2022,0,5,1,0.982134,36119
36119,2022,0,5,5,0.017866,36119
36119,2022,0,9,9,1,36119
36121,2022,0,1,1,1,36121
36121,2022,0,2,2,1,36121
36121,2022,0,3,3,1,36121
36121,2022,0,5,1,0.982134,36121
36121,2022,0,5,5,0.017866,36121
36121,2022,0,9,9,1,36121
36123,2022,0,1,1,1,36123
36123,2022,0,2,2,1,36123
36123,2022,0,3,3,1,36123
36123,2022,0,5,1,0.982134,36123
36123,2022,0,5,5,0.017866,36123
36123,2022,0,9,9,1,36123
