OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20
10965,36,119,005001,2022,361190050012022,Block 2022,G5040, , , ,S,13491,0,+40.9801490,-073.8029305
10966,36,119,002201,1010,361190022011010,Block 1010,G5040, , , ,S,7558,0,+40.9588871,-073.8393143
10967,36,119,002201,1023,361190022011023,Block 1023,G5040, , , ,S,13617,0,+40.9572606,-073.8385692
10968,36,119,002201,1017,361190022011017,Block 1017,G5040, , , ,S,11196,0,+40.9569611,-073.8377203
10969,36,119,002202,3007,361190022023007,Block 3007,G5040, , , ,S,13371,0,+40.9496963,-073.8374709
10970,36,119,002202,3000,361190022023000,Block 3000,G5040, , , ,S,50325,0,+40.9464743,-073.8350511
10971,36,119,002202,3012,361190022023012,Block 3012,G5040, , , ,S,10360,0,+40.9473720,-073.8387490
10972,36,119,014606,1010,361190146061010,Block 1010,G5040, , , ,S,100120,0,+41.2480776,-073.9151695
10973,36,119,000900,1012,361190009001012,Block 1012,G5040, , , ,S,8487,0,+40.9781643,-073.8663031
10974,36,119,013700,2007,361190137002007,Block 2007,G5040, , , ,S,100997,0,+41.1698987,-073.8329925
10975,36,119,013700,2004,361190137002004,Block 2004,G5040, , , ,S,111688,0,+41.1681697,-073.8313112
10976,36,119,014810,1000,361190148101000,Block 1000,G5040, , , ,S,1073348,14614,+41.3227653,-073.7947681
10977,36,119,014806,2003,361190148062003,Block 2003,G5040, , , ,S,21899,0,+41.3254276,-073.8196787
10978,36,119,005002,2001,361190050022001,Block 2001,G5040, , , ,S,31822,0,+40.9785781,-073.8095764
10979,36,119,005001,2005,361190050012005,Block 2005,G5040, , , ,S,6544,0,+40.9837788,-073.8062079
10980,36,119,010100,3022,361190101003022,Block 3022,G5040, , , ,S,16991,0,+40.9878954,-073.8046666
10981,36,119,002105,1013,361190021051013,Block 1013,G5040, , , ,S,36184,0,+40.9778449,-073.8266393
10982,36,119,002106,2001,361190021062001,Block 2001,G5040, , , ,S,7798,0,+40.9752110,-073.8294068
10983,36,119,002107,1018,361190021071018,Block 1018,G5040, , , ,S,14816,0,+40.9654065,-073.8266700
10984,36,119,002105,2018,361190021052018,Block 2018,G5040, , , ,S,18254,0,+40.9814126,-073.8210228
10985,36,119,002103,1017,361190021031017,Block 1017,G5040, , , ,S,11806,0,+40.9742735,-073.8204380
10986,36,119,005200,2014,361190052002014,Block 2014,G5040, , , ,S,19139,0,+40.9481669,-073.8178305
10987,36,119,006000,2009,361190060002009,Block 2009,G5040, , , ,S,14521,0,+40.9149148,-073.7737468
10988,36,119,012000,1002,361190120001002,Block 1002,G5040, , , ,S,25686,0,+41.1064192,-073.7970621
10989,36,119,011602,1006,361190116021006,Block 1006,G5040, , , ,S,0,3642340,+41.0833858,-073.8843559
10990,36,119,004802,3002,361190048023002,Block 3002,G5040, , , ,S,3895,0,+40.9572634,-073.8179643
10991,36,119,004700,1014,361190047001014,Block 1014,G5040, , , ,S,116548,0,+40.9361473,-073.8222836
10992,36,119,011800,3035,361190118003035,Block 3035,G5040, , , ,S,12221,0,+41.1244461,-073.8625015
10993,36,119,010000,4022,361190100004022,Block 4022,G5040, , , ,S,221517,0,+40.9948644,-073.7938101
10994,36,119,001900,1012,361190019001012,Block 1012,G5040, , , ,S,25637,0,+40.9661807,-073.8625982
10995,36,119,005002,1000,361190050021000,Block 1000,G5040, , , ,S,24050,0,+40.9672049,-073.8162311
10996,36,119,002202,4001,361190022024001,Block 4001,G5040, , , ,S,13997,0,+40.9474085,-073.8491800
10997,36,119,002201,2007,361190022012007,Block 2007,G5040, , , ,S,13089,0,+40.9527550,-073.8369233
10998,36,119,014806,5012,361190148065012,Block 5012,G5040, , , ,S,45104,0,+41.3316991,-073.8026606
10999,36,119,001900,1017,361190019001017,Block 1017,G5040, , , ,S,21467,0,+40.9652417,-073.8701605
11000,36,119,013700,2000,361190137002000,Block 2000,G5040, , , ,S,130801,0,+41.1777833,-073.8305858
11001,36,119,001504,1000,361190015041000,Block 1000,G5040, , , ,S,75054,0,+40.9118800,-073.8572920
11002,36,119,010701,4003,361190107014003,Block 4003,G5040, , , ,S,3296,0,+41.0010217,-073.8152332
11003,36,119,010200,1014,361190102001014,Block 1014,G5040, , , ,S,11462,0,+40.9999943,-073.8718398
11004,36,119,010702,2007,361190107022007,Block 2007,G5040, , , ,S,3928,0,+40.9945191,-073.8195041
11005,36,119,001503,2000,361190015032000,Block 2000,G5040, , , ,S,70020,0,+40.9070981,-073.8736899
11006,36,119,009100,3018,361190091003018,Block 3018,G5040, , , ,S,29575,0,+41.0320621,-073.7800013
11007,36,119,007000,1003,361190070001003,Block 1003,G5040, , , ,S,12742,0,+40.9329015,-073.7608449
11008,36,119,010902,3008,361190109023008,Block 3008,G5040, , , ,S,178734,0,+41.0411925,-073.7835176
11009,36,119,010803,2013,361190108032013,Block 2013,G5040, , , ,S,17142,0,+41.0255754,-073.8016884
11010,36,119,010400,3003,361190104003003,Block 3003,G5040, , , ,S,29960,0,+41.0154420,-073.8752735
11011,36,119,011102,2008,361190111022008,Block 2008,G5040, , , ,S,27041,0,+41.0237513,-073.8387230
11012,36,119,001600,2005,361190016002005,Block 2005,G5040, , , ,S,14269,0,+40.9483062,-073.8760651
11013,36,119,010801,1017,361190108011017,Block 1017,G5040, , , ,S,14386,0,+41.0280006,-073.8150032
11014,36,119,001301,2015,361190013012015,Block 2015,G5040, , , ,S,17356,0,+40.9208336,-073.8872864
11015,36,119,000801,2000,361190008012000,Block 2000,G5040, , , ,S,21351,0,+40.9596481,-073.8791498
11016,36,119,014812,1002,361190148121002,Block 1002,G5040, , , ,S,755773,19043,+41.3354717,-073.8293315
11017,36,119,001200,3002,361190012003002,Block 3002,G5040, , , ,S,43165,0,+40.9292999,-073.8900281
11018,36,119,010903,3003,361190109033003,Block 3003,G5040, , , ,S,20485,0,+41.0439852,-073.8148110
11019,36,119,011402,2005,361190114022005,Block 2005,G5040, , , ,S,154558,0,+41.0624813,-073.8563216
11020,36,119,010300,2007,361190103002007,Block 2007,G5040, , , ,S,122180,0,+40.9846076,-073.8807782
11021,36,119,000602,1006,361190006021006,Block 1006,G5040, , , ,S,24552,0,+40.9405033,-073.8914463
11022,36,119,011902,1032,361190119021032,Block 1032,G5040, , , ,S,14690,0,+41.0719233,-073.7679625
11023,36,119,011500,1002,361190115001002,Block 1002,G5040, , , ,S,1433,0,+41.0801761,-073.8637058
11024,36,119,014100,3012,361190141003012,Block 3012,G5040, , , ,S,24767,0,+41.2842117,-073.9261580
11025,36,119,000602,1002,361190006021002,Block 1002,G5040, , , ,S,23303,0,+40.9426579,-073.8923025
11026,36,119,012102,2000,361190121022000,Block 2000,G5040, , , ,S,9810,0,+41.1231547,-073.7741273
11027,36,119,011602,2004,361190116022004,Block 2004,G5040, , , ,S,17499,0,+41.0817686,-073.8669090
11028,36,119,000403,4000,361190004034000,Block 4000,G5040, , , ,S,16906,0,+40.9460552,-073.8982534
11029,36,119,014200,2006,361190142002006,Block 2006,G5040, , , ,S,31762,0,+41.3018631,-073.9227238
11030,36,119,010901,1010,361190109011010,Block 1010,G5040, , , ,S,14745,0,+41.0690826,-073.7962170
11031,36,119,014701,1004,361190147011004,Block 1004,G5040, , , ,S,53205,0,+41.3226291,-073.9141271
11032,36,119,013202,2014,361190132022014,Block 2014,G5040, , , ,S,41654,0,+41.1574313,-073.8395763
11033,36,119,014100,2010,361190141002010,Block 2010,G5040, , , ,S,4208,0,+41.2692979,-073.9343985
11034,36,119,009600,1009,361190096001009,Block 1009,G5040, , , ,S,30536,0,+41.0149543,-073.7601621
11035,36,119,012000,2017,361190120002017,Block 2017,G5040, , , ,S,9993,0,+41.1040572,-073.7908643
11036,36,119,013104,4003,361190131044003,Block 4003,G5040, , , ,S,832793,0,+41.1697065,-073.7832957
11037,36,119,001502,3004,361190015023004,Block 3004,G5040, , , ,S,12415,0,+40.9046431,-073.8670510
11038,36,119,981000,1014,361199810001014,Block 1014,G5040, , , ,S,168779,0,+41.0839951,-073.8240172
11039,36,119,008901,2000,361190089012000,Block 2000,G5040, , , ,S,13407,0,+41.0385545,-073.7611844
11040,36,119,009300,2008,361190093002008,Block 2008,G5040, , , ,S,24331,0,+41.0279919,-073.7656465
11041,36,119,005200,3027,361190052003027,Block 3027,G5040, , , ,S,6425,0,+40.9290045,-073.8116694
11042,36,119,004700,2004,361190047002004,Block 2004,G5040, , , ,S,3389,0,+40.9454593,-073.8249064
11043,36,119,002204,1008,361190022041008,Block 1008,G5040, , , ,S,11467,0,+40.9359165,-073.8388220
11044,36,119,002204,1006,361190022041006,Block 1006,G5040, , , ,S,6665,0,+40.9364030,-073.8403509
11045,36,119,002204,2006,361190022042006,Block 2006,G5040, , , ,S,28552,0,+40.9336948,-073.8395932
11046,36,119,002204,2007,361190022042007,Block 2007,G5040, , , ,S,18789,0,+40.9333201,-073.8407353
11047,36,119,002204,1022,361190022041022,Block 1022,G5040, , , ,S,29793,0,+40.9344263,-073.8382833
11048,36,119,004600,3011,361190046003011,Block 3011,G5040, , , ,S,23749,0,+40.9398255,-073.8365397
11049,36,119,004600,3007,361190046003007,Block 3007,G5040, , , ,S,6283,0,+40.9368955,-073.8366518
11050,36,119,002204,1019,361190022041019,Block 1019,G5040, , , ,S,13081,0,+40.9338131,-073.8372579
11051,36,119,004600,3013,361190046003013,Block 3013,G5040, , , ,S,2405,0,+40.9369561,-073.8370382
11052,36,119,002204,1018,361190022041018,Block 1018,G5040, , , ,S,12841,0,+40.9325481,-073.8382540
11053,36,119,004600,1008,361190046001008,Block 1008,G5040, , , ,S,61354,0,+40.9442551,-073.8318931
11054,36,119,004600,1009,361190046001009,Block 1009,G5040, , , ,S,24352,0,+40.9419799,-073.8334094
11055,36,119,002204,1013,361190022041013,Block 1013,G5040, , , ,S,10236,0,+40.9355941,-073.8354806
11056,36,119,004700,2041,361190047002041,Block 2041,G5040, , , ,S,34638,0,+40.9408221,-073.8318366
11057,36,119,002300,2007,361190023002007,Block 2007,G5040, , , ,S,12973,0,+40.9448111,-073.8562133
11058,36,119,002300,2000,361190023002000,Block 2000,G5040, , , ,S,129028,0,+40.9426142,-073.8536645
11059,36,119,002300,2008,361190023002008,Block 2008,G5040, , , ,S,41745,0,+40.9366054,-073.8597069
11060,36,119,002401,1015,361190024011015,Block 1015,G5040, , , ,S,18080,0,+40.9335929,-073.8601091
11061,36,119,002300,2019,361190023002019,Block 2019,G5040, , , ,S,4891,0,+40.9346928,-073.8598278
11062,36,119,002300,2010,361190023002010,Block 2010,G5040, , , ,S,45056,0,+40.9360013,-073.8580963
11063,36,119,002401,1016,361190024011016,Block 1016,G5040, , , ,S,15874,0,+40.9336441,-073.8590248
11064,36,119,002300,2011,361190023002011,Block 2011,G5040, , , ,S,13862,0,+40.9366809,-073.8561505
11065,36,119,002401,1010,361190024011010,Block 1010,G5040, , , ,S,30460,0,+40.9327729,-073.8575899
11066,36,119,002401,1013,361190024011013,Block 1013,G5040, , , ,S,1978,0,+40.9351525,-073.8576737
11067,36,119,002401,1012,361190024011012,Block 1012,G5040, , , ,S,10123,0,+40.9354557,-073.8569910
11068,36,119,002401,1009,361190024011009,Block 1009,G5040, , , ,S,6772,0,+40.9333478,-073.8566218
11069,36,119,007700,1007,361190077001007,Block 1007,G5040, , , ,S,112439,0,+40.9891539,-073.6773848
11070,36,119,002401,1006,361190024011006,Block 1006,G5040, , , ,S,14931,0,+40.9340587,-073.8552977
11071,36,119,006500,3010,361190065003010,Block 3010,G5040, , , ,S,29551,0,+40.9149769,-073.7821340
11072,36,119,010903,2015,361190109032015,Block 2015,G5040, , , ,S,20771,0,+41.0431055,-073.7944375
11073,36,119,010903,2017,361190109032017,Block 2017,G5040, , , ,S,13944,0,+41.0432388,-073.7917930
11074,36,119,010902,3005,361190109023005,Block 3005,G5040, , , ,S,9238,0,+41.0446784,-073.7818452
11075,36,119,010902,3004,361190109023004,Block 3004,G5040, , , ,S,368482,0,+41.0445583,-073.7838561
11076,36,119,010902,3007,361190109023007,Block 3007,G5040, , , ,S,78463,6973,+41.0423452,-073.7895494
11077,36,119,010902,3006,361190109023006,Block 3006,G5040, , , ,S,21044,0,+41.0423698,-073.7831416
11078,36,119,010903,4014,361190109034014,Block 4014,G5040, , , ,S,12376,0,+41.0401100,-073.7950207
11079,36,119,010903,4015,361190109034015,Block 4015,G5040, , , ,S,11479,0,+41.0403217,-073.7934079
11080,36,119,010903,4001,361190109034001,Block 4001,G5040, , , ,S,8232,0,+41.0411707,-073.7920605
11081,36,119,010902,3025,361190109023025,Block 3025,G5040, , , ,S,1171,0,+41.0405368,-073.7887755
11082,36,119,010902,2031,361190109022031,Block 2031,G5040, , , ,S,44996,0,+41.0544920,-073.7853489
11083,36,119,009100,1000,361190091001000,Block 1000,G5040, , , ,S,52862,0,+41.0346331,-073.7845540
11084,36,119,010902,2011,361190109022011,Block 2011,G5040, , , ,S,215048,0,+41.0566811,-073.7849458
11085,36,119,010902,2036,361190109022036,Block 2036,G5040, , , ,S,11431,0,+41.0533421,-073.7865147
11086,36,119,010902,4016,361190109024016,Block 4016,G5040, , , ,S,24677,0,+41.0513510,-073.7868671
11087,36,119,010902,2038,361190109022038,Block 2038,G5040, , , ,S,10220,0,+41.0536108,-073.7846870
11088,36,119,010902,2032,361190109022032,Block 2032,G5040, , , ,S,10541,0,+41.0537343,-073.7838018
11089,36,119,010902,2012,361190109022012,Block 2012,G5040, , , ,S,10805,0,+41.0560738,-073.7814600
11090,36,119,010902,2008,361190109022008,Block 2008,G5040, , , ,S,8516,0,+41.0574317,-073.7799216
11091,36,119,010902,2023,361190109022023,Block 2023,G5040, , , ,S,6022,0,+41.0555106,-073.7800006
11092,36,119,010902,2015,361190109022015,Block 2015,G5040, , , ,S,10980,0,+41.0564196,-073.7787925
11093,36,119,010902,2016,361190109022016,Block 2016,G5040, , , ,S,15464,0,+41.0564134,-073.7778494
11094,36,119,010902,2033,361190109022033,Block 2033,G5040, , , ,S,10618,0,+41.0538521,-073.7828965
11095,36,119,010902,2034,361190109022034,Block 2034,G5040, , , ,S,10269,0,+41.0539785,-073.7820081
11096,36,119,010902,4019,361190109024019,Block 4019,G5040, , , ,S,26714,0,+41.0498186,-073.7823015
11097,36,119,010902,2030,361190109022030,Block 2030,G5040, , , ,S,10435,0,+41.0540990,-073.7811220
11098,36,119,010902,1004,361190109021004,Block 1004,G5040, , , ,S,15340,0,+41.0598214,-073.7792026
11099,36,119,010902,4008,361190109024008,Block 4008,G5040, , , ,S,18939,0,+41.0498410,-073.7814486
11100,36,119,010902,4010,361190109024010,Block 4010,G5040, , , ,S,7428,0,+41.0511172,-073.7801222
11101,36,119,010902,4009,361190109024009,Block 4009,G5040, , , ,S,14003,0,+41.0498633,-073.7805752
11102,36,119,010902,2028,361190109022028,Block 2028,G5040, , , ,S,11448,0,+41.0543997,-073.7792873
11103,36,119,010902,4011,361190109024011,Block 4011,G5040, , , ,S,2663,0,+41.0519395,-073.7792716
11104,36,119,010902,3029,361190109023029,Block 3029,G5040, , , ,S,10418,0,+41.0371961,-073.7822297
11105,36,119,010803,1000,361190108031000,Block 1000,G5040, , , ,S,15322,0,+41.0359525,-073.7846871
11106,36,119,009100,1007,361190091001007,Block 1007,G5040, , , ,S,16948,0,+41.0316600,-073.7877140
11107,36,119,009100,1012,361190091001012,Block 1012,G5040, , , ,S,20140,0,+41.0299791,-073.7882315
11108,36,119,010902,3009,361190109023009,Block 3009,G5040, , , ,S,13207,0,+41.0411888,-073.7814601
11109,36,119,009100,1011,361190091001011,Block 1011,G5040, , , ,S,8557,0,+41.0310935,-073.7871709
11110,36,119,010902,3017,361190109023017,Block 3017,G5040, , , ,S,51044,0,+41.0393608,-073.7782598
11111,36,119,009000,2028,361190090002028,Block 2028,G5040, , , ,S,3727,0,+41.0374741,-073.7801362
11112,36,119,009100,3001,361190091003001,Block 3001,G5040, , , ,S,8178,0,+41.0369934,-073.7811416
11113,36,119,009100,3009,361190091003009,Block 3009,G5040, , , ,S,8578,0,+41.0360298,-073.7818008
11114,36,119,009100,3010,361190091003010,Block 3010,G5040, , , ,S,1200,0,+41.0364348,-073.7823529
11115,36,119,009100,3002,361190091003002,Block 3002,G5040, , , ,S,15173,0,+41.0363638,-073.7805688
11116,36,119,013201,2008,361190132012008,Block 2008,G5040, , , ,S,56047,0,+41.1348790,-073.8570695
11117,36,119,011800,3052,361190118003052,Block 3052,G5040, , , ,S,988744,0,+41.1157759,-073.8539202
11118,36,119,011800,3050,361190118003050,Block 3050,G5040, , , ,S,229498,0,+41.1143004,-073.8609793
11119,36,119,011800,3032,361190118003032,Block 3032,G5040, , , ,S,69532,0,+41.1211954,-073.8466678
11120,36,119,013202,2002,361190132022002,Block 2002,G5040, , , ,S,88265,0,+41.1588412,-073.8406156
11121,36,119,013202,2010,361190132022010,Block 2010,G5040, , , ,S,29289,0,+41.1566762,-073.8523511
11122,36,119,013202,2013,361190132022013,Block 2013,G5040, , , ,S,45001,0,+41.1548664,-073.8517142
11123,36,119,013201,1016,361190132011016,Block 1016,G5040, , , ,S,161394,0,+41.1475794,-073.8438118
11124,36,119,011700,2029,361190117002029,Block 2029,G5040, , , ,S,22749,0,+41.0921711,-073.8635891
11125,36,119,013402,1010,361190134021010,Block 1010,G5040, , , ,S,21658,0,+41.1627558,-073.8429080
11126,36,119,013201,1006,361190132011006,Block 1006,G5040, , , ,S,84516,0,+41.1520842,-073.8423604
11127,36,119,013700,2019,361190137002019,Block 2019,G5040, , , ,S,190358,0,+41.1644388,-073.8337741
11128,36,119,013202,1014,361190132021014,Block 1014,G5040, , , ,S,14009,0,+41.1617438,-073.8346897
11129,36,119,013202,2001,361190132022001,Block 2001,G5040, , , ,S,24432,0,+41.1594656,-073.8371820
11130,36,119,013201,1002,361190132011002,Block 1002,G5040, , , ,S,876245,0,+41.1398703,-073.8342725
11131,36,119,012303,1008,361190123031008,Block 1008,G5040, , , ,S,370168,0,+41.1285875,-073.7071527
11132,36,119,013202,1019,361190132021019,Block 1019,G5040, , , ,S,56255,0,+41.1524140,-073.8299820
11133,36,119,013202,2021,361190132022021,Block 2021,G5040, , , ,S,30473,0,+41.1565286,-073.8397682
11134,36,119,013201,1000,361190132011000,Block 1000,G5040, , , ,S,242411,0,+41.1489644,-073.8367349
11135,36,119,013202,1000,361190132021000,Block 1000,G5040, , , ,S,76405,0,+41.1608793,-073.8280871
11136,36,119,011902,1034,361190119021034,Block 1034,G5040, , , ,S,279242,0,+41.0842706,-073.7941841
11137,36,119,007200,2015,361190072002015,Block 2015,G5040, , , ,S,6687,523153,+40.9307433,-073.7220017
11138,36,119,981000,1029,361199810001029,Block 1029,G5040, , , ,S,191837,0,+41.0813921,-073.7983041
11139,36,119,012000,2056,361190120002056,Block 2056,G5040, , , ,S,7696,0,+41.0962191,-073.7914061
11140,36,119,011902,1020,361190119021020,Block 1020,G5040, , , ,S,19003,0,+41.0866856,-073.7883031
11141,36,119,008302,2000,361190083022000,Block 2000,G5040, , , ,S,265042,0,+41.0232734,-073.6910201
11142,36,119,012000,2013,361190120002013,Block 2013,G5040, , , ,S,54435,0,+41.1010897,-073.7863737
11143,36,119,012000,2003,361190120002003,Block 2003,G5040, , , ,S,11402,0,+41.1082598,-073.7887063
11144,36,119,012000,2008,361190120002008,Block 2008,G5040, , , ,S,23770,0,+41.1061858,-073.7885111
11145,36,119,012000,2012,361190120002012,Block 2012,G5040, , , ,S,18612,0,+41.1037182,-073.7878829
11146,36,119,012000,2037,361190120002037,Block 2037,G5040, , , ,S,13750,0,+41.1014543,-073.7888483
11147,36,119,012000,2036,361190120002036,Block 2036,G5040, , , ,S,14156,0,+41.1016607,-073.7879793
11148,36,119,012000,2039,361190120002039,Block 2039,G5040, , , ,S,9383,0,+41.1003435,-073.7874461
11149,36,119,012000,2041,361190120002041,Block 2041,G5040, , , ,S,20518,0,+41.0973574,-073.7881221
11150,36,119,012000,2057,361190120002057,Block 2057,G5040, , , ,S,9622,0,+41.0965257,-073.7896913
11151,36,119,009702,3012,361190097023012,Block 3012,G5040, , , ,S,55426,0,+41.0129348,-073.7515817
11152,36,119,008700,1005,361190087001005,Block 1005,G5040, , , ,S,1396,0,+41.0426786,-073.7518029
11153,36,119,008700,4012,361190087004012,Block 4012,G5040, , , ,S,9986,0,+41.0387527,-073.7506478
11154,36,119,009600,2018,361190096002018,Block 2018,G5040, , , ,S,42689,0,+41.0073681,-073.7693866
11155,36,119,009600,2020,361190096002020,Block 2020,G5040, , , ,S,12173,0,+41.0059677,-073.7666755
11156,36,119,009900,2000,361190099002000,Block 2000,G5040, , , ,S,30860,0,+41.0048452,-073.7710985
11157,36,119,014607,1018,361190146071018,Block 1018,G5040, , , ,S,17868,0,+41.2827598,-073.8861428
11158,36,119,009900,2007,361190099002007,Block 2007,G5040, , , ,S,82534,0,+40.9915899,-073.7672823
11159,36,119,009701,1008,361190097011008,Block 1008,G5040, , , ,S,45297,0,+41.0003860,-073.7627509
11160,36,119,009900,2006,361190099002006,Block 2006,G5040, , , ,S,40608,0,+40.9943580,-073.7728589
11161,36,119,009900,3012,361190099003012,Block 3012,G5040, , , ,S,58146,0,+40.9890445,-073.7755440
11162,36,119,009900,2005,361190099002005,Block 2005,G5040, , , ,S,23519,0,+40.9967377,-073.7715178
11163,36,119,009900,2003,361190099002003,Block 2003,G5040, , , ,S,40707,0,+40.9934238,-073.7700758
11164,36,119,009900,2012,361190099002012,Block 2012,G5040, , , ,S,62948,0,+40.9876685,-073.7724916
11165,36,119,009900,3014,361190099003014,Block 3014,G5040, , , ,S,2352,0,+40.9845785,-073.7755005
11166,36,119,009900,2016,361190099002016,Block 2016,G5040, , , ,S,16319,0,+40.9899999,-073.7726020
11167,36,119,009900,2013,361190099002013,Block 2013,G5040, , , ,S,26179,0,+40.9878067,-073.7711801
11168,36,119,009900,2009,361190099002009,Block 2009,G5040, , , ,S,35975,0,+40.9891605,-073.7673178
11169,36,119,009900,2020,361190099002020,Block 2020,G5040, , , ,S,36779,0,+40.9869191,-073.7710489
11170,36,119,009800,1003,361190098001003,Block 1003,G5040, , , ,S,170019,0,+40.9832268,-073.7716550
11171,36,119,009900,2002,361190099002002,Block 2002,G5040, , , ,S,15781,0,+40.9966920,-073.7705653
11172,36,119,009800,1002,361190098001002,Block 1002,G5040, , , ,S,20721,0,+40.9857273,-073.7691466
11173,36,119,009800,1015,361190098001015,Block 1015,G5040, , , ,S,16091,0,+40.9847449,-073.7691342
11174,36,119,009900,2008,361190099002008,Block 2008,G5040, , , ,S,63647,0,+40.9905187,-073.7654456
11175,36,119,004700,2008,361190047002008,Block 2008,G5040, , , ,S,1256,0,+40.9463877,-073.8272825
11176,36,119,005200,4014,361190052004014,Block 4014,G5040, , , ,S,4350,0,+40.9442637,-073.8177787
11177,36,119,005200,4015,361190052004015,Block 4015,G5040, , , ,S,6578,0,+40.9434649,-073.8166985
11178,36,119,002204,1012,361190022041012,Block 1012,G5040, , , ,S,2476,0,+40.9356821,-073.8362057
11179,36,119,002204,1011,361190022041011,Block 1011,G5040, , , ,S,2045,0,+40.9356831,-073.8363981
11180,36,119,002202,2011,361190022022011,Block 2011,G5040, , , ,S,1259,0,+40.9380052,-073.8382224
11181,36,119,002202,2013,361190022022013,Block 2013,G5040, , , ,S,8191,0,+40.9393215,-073.8381931
11182,36,119,005200,3018,361190052003018,Block 3018,G5040, , , ,S,22738,0,+40.9303628,-073.8133601
11183,36,119,005200,3019,361190052003019,Block 3019,G5040, , , ,S,50335,0,+40.9309716,-073.8145358
11184,36,119,014000,1015,361190140001015,Block 1015,G5040, , , ,S,5899,232,+41.2531877,-073.9484638
11185,36,119,010500,1003,361190105001003,Block 1003,G5040, , , ,S,5709,0,+41.0207249,-073.8466278
11186,36,119,011200,2023,361190112002023,Block 2023,G5040, , , ,S,7655,0,+41.0515473,-073.8021908
11187,36,119,011200,2005,361190112002005,Block 2005,G5040, , , ,S,18082,0,+41.0550401,-073.8037577
11188,36,119,011200,2004,361190112002004,Block 2004,G5040, , , ,S,2242,0,+41.0583862,-073.8052665
11189,36,119,011200,2000,361190112002000,Block 2000,G5040, , , ,S,3339,0,+41.0602889,-073.8060614
11190,36,119,010600,3008,361190106003008,Block 3008,G5040, , , ,S,41846,0,+41.0182391,-073.8468244
11191,36,119,010701,1018,361190107011018,Block 1018,G5040, , , ,S,61775,0,+41.0001990,-073.8562004
11192,36,119,011101,3005,361190111013005,Block 3005,G5040, , , ,S,3137,0,+41.0476963,-073.8166810
11193,36,119,010200,5010,361190102005010,Block 5010,G5040, , , ,S,5001,0,+40.9990485,-073.8624703
11194,36,119,010200,5011,361190102005011,Block 5011,G5040, , , ,S,15256,0,+41.0003136,-073.8679373
11195,36,119,010200,1000,361190102001000,Block 1000,G5040, , , ,S,3683,0,+41.0009487,-073.8706884
11196,36,119,010200,1001,361190102001001,Block 1001,G5040, , , ,S,3199,0,+41.0013479,-073.8718015
11197,36,119,010200,1005,361190102001005,Block 1005,G5040, , , ,S,4932,0,+41.0019462,-073.8748534
11198,36,119,010200,1006,361190102001006,Block 1006,G5040, , , ,S,4134,0,+41.0024573,-073.8764604
11199,36,119,010500,5013,361190105005013,Block 5013,G5040, , , ,S,51030,0,+41.0056356,-073.8773392
11200,36,119,010300,1000,361190103001000,Block 1000,G5040, , , ,S,2294,0,+41.0028625,-073.8782960
11201,36,119,010300,1001,361190103001001,Block 1001,G5040, , , ,S,1525,0,+41.0030338,-073.8790402
11202,36,119,010300,1002,361190103001002,Block 1002,G5040, , , ,S,1543,0,+41.0033115,-073.8800131
11203,36,119,011300,1023,361190113001023,Block 1023,G5040, , , ,S,1621,0,+41.0235709,-073.8481483
11204,36,119,005902,2003,361190059022003,Block 2003,G5040, , , ,S,87094,0,+40.9234091,-073.7671562
11205,36,119,007000,1014,361190070001014,Block 1014,G5040, , , ,S,3504,0,+40.9264700,-073.7660377
11206,36,119,007000,1007,361190070001007,Block 1007,G5040, , , ,S,3878,0,+40.9305190,-073.7670220
11207,36,119,007000,4025,361190070004025,Block 4025,G5040, , , ,S,13712,0,+40.9375096,-073.7672485
11208,36,119,007000,2011,361190070002011,Block 2011,G5040, , , ,S,15219,0,+40.9331940,-073.7674860
11209,36,119,007402,2000,361190074022000,Block 2000,G5040, , , ,S,59125,0,+40.9581624,-073.7178178
11210,36,119,007402,2003,361190074022003,Block 2003,G5040, , , ,S,11007,0,+40.9602479,-073.7203051
11211,36,119,007500,3013,361190075003013,Block 3013,G5040, , , ,S,30656,0,+40.9540689,-073.7138041
11212,36,119,007500,3014,361190075003014,Block 3014,G5040, , , ,S,10256,0,+40.9534136,-073.7144930
11213,36,119,007300,1027,361190073001027,Block 1027,G5040, , , ,S,3822,0,+40.9470466,-073.7494961
11214,36,119,006900,3011,361190069003011,Block 3011,G5040, , , ,S,34880,0,+40.9454702,-073.7504701
11215,36,119,003700,3003,361190037003003,Block 3003,G5040, , , ,S,28679,0,+40.9166077,-073.8466811
11216,36,119,007200,4013,361190072004013,Block 4013,G5040, , , ,S,2133,0,+40.9304449,-073.7402785
11217,36,119,007200,4012,361190072004012,Block 4012,G5040, , , ,S,3095,0,+40.9299994,-073.7399639
11218,36,119,007300,1020,361190073001020,Block 1020,G5040, , , ,S,8336,0,+40.9488284,-073.7487863
11219,36,119,012101,2017,361190121012017,Block 2017,G5040, , , ,S,41814,0,+41.1443497,-073.7727457
11220,36,119,005400,2006,361190054002006,Block 2006,G5040, , , ,S,1101,0,+40.9055520,-073.8136366
11221,36,119,005400,2026,361190054002026,Block 2026,G5040, , , ,S,6814,0,+40.9034527,-073.8147574
