sourceTypeID,roadTypeID,roadTypeVMTFraction,FIP
31,1,0,36053
31,2,0.124048259,36053
31,3,0.557770984,36053
31,4,0.122899626,36053
31,5,0.195281131,36053
31,1,0,36055
31,2,0.022162002,36055
31,3,0.039953648,36055
31,4,0.293294164,36055
31,5,0.644590186,36055
31,1,0,36057
31,2,0.3235644,36057
31,3,0.322870683,36057
31,4,0.081058005,36057
31,5,0.272506912,36057
31,1,0,36059
31,2,0,36059
31,3,0,36059
31,4,0.419288265,36059
31,5,0.580711735,36059
31,1,0,36061
31,2,0,36061
31,3,0,36061
31,4,0.457287179,36061
31,5,0.542712821,36061
31,1,0,36063
31,2,0,36063
31,3,0.170210023,36063
31,4,0.082493967,36063
31,5,0.74729601,36063
31,1,0,36065
31,2,0.061536984,36065
31,3,0.309241688,36065
31,4,0.154913973,36065
31,5,0.474307356,36065
31,1,0,36067
31,2,0.059989825,36067
31,3,0.126898542,36067
31,4,0.292200842,36067
31,5,0.520910791,36067
31,1,0,36069
31,2,0.089486912,36069
31,3,0.385877835,36069
31,4,0.148212366,36069
31,5,0.376422887,36069
31,1,0,36071
31,2,0.084705027,36071
31,3,0.075182873,36071
31,4,0.317061599,36071
31,5,0.5230505,36071
31,1,0,36073
31,2,0,36073
31,3,0.814054706,36073
31,4,0,36073
31,5,0.185945294,36073
31,1,0,36075
31,2,0.156426026,36075
31,3,0.527104785,36075
31,4,0.061508503,36075
31,5,0.254960686,36075
31,1,0,36077
31,2,0.119991719,36077
31,3,0.604575292,36077
31,4,0.087132039,36077
31,5,0.18830095,36077
31,1,0,36079
31,2,0.067753718,36079
31,3,0.127521063,36079
31,4,0.346207578,36079
31,5,0.458517641,36079
31,1,0,36081
31,2,0,36081
31,3,0,36081
31,4,0.542012746,36081
31,5,0.457987254,36081
31,1,0,36083
31,2,0.037552506,36083
31,3,0.306076376,36083
31,4,0.120774536,36083
31,5,0.535596581,36083
31,1,0,36085
31,2,0,36085
31,3,0,36085
31,4,0.467563744,36085
31,5,0.532436256,36085
31,1,0,36087
31,2,0,36087
31,3,0,36087
31,4,0.47769951,36087
31,5,0.52230049,36087
31,1,0,36089
31,2,0,36089
31,3,0.814620895,36089
31,4,0,36089
31,5,0.185379105,36089
31,1,0,36091
31,2,0,36091
31,3,0.195811371,36091
31,4,0.269870984,36091
31,5,0.534317644,36091
31,1,0,36093
31,2,0.057141068,36093
31,3,0.091478684,36093
31,4,0.217653981,36093
31,5,0.633726268,36093
31,1,0,36095
31,2,0.078487429,36095
31,3,0.638537837,36095
31,4,0.125082656,36095
31,5,0.157892078,36095
31,1,0,36097
31,2,0,36097
31,3,1,36097
31,4,0,36097
31,5,0,36097
31,1,0,36099
31,2,0.271417961,36099
31,3,0.532439816,36099
31,4,0,36099
31,5,0.196142223,36099
31,1,0,36101
31,2,0.223348477,36101
31,3,0.422285725,36101
31,4,0.160227863,36101
31,5,0.194137935,36101
31,1,0,36103
31,2,0,36103
31,3,0.001907342,36103
31,4,0.332978296,36103
31,5,0.665114362,36103
31,1,0,36105
31,2,0.150949569,36105
31,3,0.409632973,36105
31,4,0.156861328,36105
31,5,0.282556129,36105
31,1,0,36107
31,2,0.343227553,36107
31,3,0.309988164,36107
31,4,0.159991266,36107
31,5,0.186793017,36107
31,1,0,36109
31,2,0,36109
31,3,0.544256499,36109
31,4,0.060312674,36109
31,5,0.395430827,36109
31,1,0,36111
31,2,0.013055218,36111
31,3,0.272869111,36111
31,4,0.252267233,36111
31,5,0.461808439,36111
31,1,0,36113
31,2,0.122507693,36113
31,3,0.311987118,36113
31,4,0.189352379,36113
31,5,0.37615281,36113
31,1,0,36115
31,2,0,36115
31,3,0.844274419,36115
31,4,0,36115
31,5,0.155725581,36115
31,1,0,36117
31,2,0,36117
31,3,0.549830926,36117
31,4,0,36117
31,5,0.450169074,36117
31,1,0,36119
31,2,0,36119
31,3,0,36119
31,4,0.541191025,36119
31,5,0.458808975,36119
31,1,0,36121
31,2,0,36121
31,3,0.977560407,36121
31,4,0,36121
31,5,0.022439593,36121
31,1,0,36123
31,2,0,36123
31,3,0.818246128,36123
31,4,0,36123
31,5,0.181753872,36123
32,1,0,36001
32,2,0.010538124,36001
32,3,0.067835392,36001
32,4,0.407841247,36001
32,5,0.513785236,36001
32,1,0,36003
32,2,0.141121688,36003
32,3,0.779056126,36003
32,4,0,36003
32,5,0.079822186,36003
32,1,0,36005
32,2,0,36005
32,3,0,36005
32,4,0.573818273,36005
32,5,0.426181727,36005
32,1,0,36007
32,2,0.146979172,36007
32,3,0.13612018,36007
32,4,0.27606898,36007
32,5,0.440831667,36007
32,1,0,36009
32,2,0.100591038,36009
32,3,0.599436745,36009
32,4,0.068991551,36009
32,5,0.230980666,36009
32,1,0,36011
32,2,0.168676169,36011
32,3,0.579908948,36011
32,4,0.001747065,36011
32,5,0.249667818,36011
32,1,0,36013
32,2,0.151538974,36013
32,3,0.410915549,36013
32,4,0.09321707,36013
32,5,0.344328407,36013
32,1,0,36015
32,2,0.097753279,36015
32,3,0.172166347,36015
32,4,0.191720997,36015
32,5,0.538359377,36015
32,1,0,36017
32,2,0.0720437,36017
32,3,0.74745773,36017
32,4,0,36017
32,5,0.180498571,36017
32,1,0,36019
32,2,0.058998341,36019
32,3,0.541671032,36019
32,4,0.064223573,36019
32,5,0.335107054,36019
32,1,0,36021
32,2,0.194078153,36021
32,3,0.521153278,36021
32,4,0,36021
32,5,0.284768568,36021
32,1,0,36023
32,2,0.286780475,36023
32,3,0.335185501,36023
32,4,0.071370484,36023
32,5,0.306663541,36023
32,1,0,36025
32,2,0.120600379,36025
32,3,0.756302774,36025
32,4,0.045954411,36025
32,5,0.077142436,36025
32,1,0,36027
32,2,0.042497511,36027
32,3,0.201037959,36027
32,4,0.170412658,36027
32,5,0.586051872,36027
32,1,0,36029
32,2,0.022328015,36029
32,3,0.086333429,36029
32,4,0.257986164,36029
32,5,0.633352392,36029
32,1,0,36031
32,2,0.21437712,36031
32,3,0.741074698,36031
32,4,0,36031
32,5,0.044548182,36031
32,1,0,36033
32,2,0,36033
32,3,0.839521342,36033
32,4,0,36033
32,5,0.160478658,36033
32,1,0,36035
32,2,0,36035
32,3,0.650898761,36035
32,4,0,36035
32,5,0.349101239,36035
32,1,0,36037
32,2,0.261477565,36037
32,3,0.557878846,36037
32,4,0.05384502,36037
32,5,0.12679857,36037
32,1,0,36039
32,2,0.347313619,36039
32,3,0.487643545,36039
32,4,0.013148325,36039
32,5,0.151894511,36039
32,1,0,36041
32,2,0,36041
32,3,1,36041
32,4,0,36041
32,5,0,36041
32,1,0,36043
32,2,0.113838305,36043
32,3,0.417625412,36043
32,4,0.224339484,36043
32,5,0.244196798,36043
32,1,0,36045
32,2,0.07733248,36045
32,3,0.45201717,36045
32,4,0.076028151,36045
32,5,0.394622199,36045
32,1,0,36047
32,2,0,36047
32,3,0,36047
32,4,0.371916248,36047
32,5,0.628083752,36047
32,1,0,36049
32,2,0,36049
32,3,1,36049
32,4,0,36049
32,5,0,36049
32,1,0,36051
32,2,0.189063347,36051
32,3,0.679963208,36051
32,4,0.025210592,36051
32,5,0.105762854,36051
32,1,0,36053
32,2,0.124048259,36053
32,3,0.557770984,36053
32,4,0.122899626,36053
32,5,0.195281131,36053
32,1,0,36055
32,2,0.022162002,36055
32,3,0.039953648,36055
32,4,0.293294164,36055
32,5,0.644590186,36055
32,1,0,36057
32,2,0.3235644,36057
32,3,0.322870683,36057
32,4,0.081058005,36057
32,5,0.272506912,36057
32,1,0,36059
32,2,0,36059
32,3,0,36059
32,4,0.419288265,36059
32,5,0.580711735,36059
32,1,0,36061
32,2,0,36061
32,3,0,36061
32,4,0.457287179,36061
32,5,0.542712821,36061
32,1,0,36063
32,2,0,36063
32,3,0.170210023,36063
32,4,0.082493967,36063
32,5,0.74729601,36063
32,1,0,36065
32,2,0.061536984,36065
32,3,0.309241688,36065
32,4,0.154913973,36065
32,5,0.474307356,36065
32,1,0,36067
32,2,0.059989825,36067
32,3,0.126898542,36067
32,4,0.292200842,36067
32,5,0.520910791,36067
32,1,0,36069
32,2,0.089486912,36069
32,3,0.385877835,36069
32,4,0.148212366,36069
32,5,0.376422887,36069
32,1,0,36071
32,2,0.084705027,36071
32,3,0.075182873,36071
32,4,0.317061599,36071
32,5,0.5230505,36071
32,1,0,36073
32,2,0,36073
32,3,0.814054706,36073
32,4,0,36073
32,5,0.185945294,36073
32,1,0,36075
32,2,0.156426026,36075
32,3,0.527104785,36075
32,4,0.061508503,36075
32,5,0.254960686,36075
32,1,0,36077
32,2,0.119991719,36077
32,3,0.604575292,36077
32,4,0.087132039,36077
32,5,0.18830095,36077
32,1,0,36079
32,2,0.067753718,36079
32,3,0.127521063,36079
32,4,0.346207578,36079
32,5,0.458517641,36079
32,1,0,36081
32,2,0,36081
32,3,0,36081
32,4,0.542012746,36081
32,5,0.457987254,36081
32,1,0,36083
32,2,0.037552506,36083
32,3,0.306076376,36083
32,4,0.120774536,36083
32,5,0.535596581,36083
32,1,0,36085
32,2,0,36085
32,3,0,36085
32,4,0.467563744,36085
32,5,0.532436256,36085
32,1,0,36087
32,2,0,36087
32,3,0,36087
32,4,0.47769951,36087
32,5,0.52230049,36087
32,1,0,36089
32,2,0,36089
32,3,0.814620895,36089
32,4,0,36089
32,5,0.185379105,36089
32,1,0,36091
32,2,0,36091
32,3,0.195811371,36091
32,4,0.269870984,36091
32,5,0.534317644,36091
32,1,0,36093
32,2,0.057141068,36093
32,3,0.091478684,36093
32,4,0.217653981,36093
32,5,0.633726268,36093
32,1,0,36095
32,2,0.078487429,36095
32,3,0.638537837,36095
32,4,0.125082656,36095
32,5,0.157892078,36095
32,1,0,36097
32,2,0,36097
32,3,1,36097
32,4,0,36097
32,5,0,36097
32,1,0,36099
32,2,0.271417961,36099
32,3,0.532439816,36099
32,4,0,36099
32,5,0.196142223,36099
32,1,0,36101
32,2,0.223348477,36101
32,3,0.422285725,36101
32,4,0.160227863,36101
32,5,0.194137935,36101
32,1,0,36103
32,2,0,36103
32,3,0.001907342,36103
32,4,0.332978296,36103
32,5,0.665114362,36103
32,1,0,36105
32,2,0.150949569,36105
32,3,0.409632973,36105
32,4,0.156861328,36105
32,5,0.282556129,36105
32,1,0,36107
32,2,0.343227553,36107
32,3,0.309988164,36107
32,4,0.159991266,36107
32,5,0.186793017,36107
32,1,0,36109
32,2,0,36109
32,3,0.544256499,36109
32,4,0.060312674,36109
32,5,0.395430827,36109
32,1,0,36111
